2017-08-22 18:00:08,2017-08-22 19:02:32
2017-08-23 14:32:05,2017-08-23 19:32:22
2017-08-24 09:17:47,2017-08-24 11:24:19
2017-08-28 12:58:56,2017-08-28 18:14:09
2017-08-29 08:58:37,2017-08-29 11:21:42
2017-08-31 08:50:27,2017-08-31 11:29:53
2017-09-05 09:04:15,2017-09-05 11:25:52
2017-09-06 19:21:59,2017-09-07 00:13:03
2017-09-07 15:20:18,2017-09-07 17:39:40
2017-09-29 11:56:14,2017-09-29 15:06:30
2017-10-02 12:25:50,2017-10-02 17:50:03
2017-10-03 09:13:54,2017-10-03 11:27:35
2017-10-09 13:06:05,2017-10-09 18:37:31
2017-10-10 09:05:39,2017-10-10 11:32:40
2017-10-12 09:18:55,2017-10-12 11:37:51
2017-10-16 12:43:19,2017-10-16 19:00:14
2017-10-19 09:12:31,2017-10-19 11:29:07
