2017-08-23 14:35:10,2017-08-23 19:26:09
2017-08-28 16:15:49,2017-08-28 17:08:22
2017-08-30 12:10:50,2017-08-30 15:50:38
2017-09-05 13:24:45,2017-09-05 14:52:54
2017-09-07 22:32:42,2017-09-07 22:37:43
2017-10-04 19:00:00,2017-10-04 20:00:00
2017-10-09 19:54:50,2017-10-09 19:54:52
2017-10-10 13:41:06,2017-10-10 14:43:01

2017-09-25 16:00:00,2017-09-25 18:00:00

2017-09-26 16:00:00,2017-09-26 18:00:00

2017-09-27 16:00:00,2017-09-27 18:00:00

2017-09-28 16:00:00,2017-09-28 18:00:00

2017-09-29 16:00:00,2017-09-29 18:00:00

2017-10-02 16:00:00,2017-10-02 18:00:00

2017-10-03 16:00:00,2017-10-03 18:00:00

2017-10-04 16:00:00,2017-10-04 18:00:00

2017-10-05 16:00:00,2017-10-05 18:00:00

2017-10-06 16:00:00,2017-10-06 18:00:00

2017-10-09 16:00:00,2017-10-09 18:00:00

2017-10-11 16:00:00,2017-10-11 18:00:00
2017-10-18 12:09:03,2017-10-18 13:23:05
2017-10-18 16:54:02,2017-10-18 19:27:28
2017-10-19 13:26:17,2017-10-19 14:39:36
