2017-08-22 18:01:23,2017-08-22 19:00:00
2017-08-24 13:47:07,2017-08-24 15:27:42
2017-08-25 13:44:18,2017-08-25 19:46:37
2017-08-28 13:30:34,2017-08-28 15:36:09
2017-08-29 12:46:48,2017-08-29 16:00:00
2017-08-30 17:08:08,2017-08-30 19:47:43
2017-08-31 18:23:48,2017-08-31 20:23:37
2017-09-01 13:03:29,2017-09-01 19:37:43
2017-09-27 16:53:19,
2017-09-27 18:00:00,2017-09-27 21:00:00
2017-09-27 20:56:18
2017-09-29 11:45:23,2017-09-29 21:24:37
2017-10-03 12:27:44,2017-10-03 16:04:39
2017-10-04 16:07:39,2017-10-04 20:15:12
2017-10-05 18:02:22,2017-10-05 19:48:54
2017-10-06 13:59:10,2017-10-06 17:38:14
2017-10-10 18:10:53,2017-10-10 19:50:17
2017-10-11 16:10:23,2017-10-11 20:01:17
2017-10-12 18:16:18,2017-10-12 20:02:27
2017-10-13 13:42:48,2017-10-13 16:15:09
2017-10-14 17:25:40,2017-10-14 18:17:03
2017-10-16 19:12:42,2017-10-16 20:07:24
2017-10-17 18:19:26,2017-10-17 18:19:28
2017-10-17 18:19:32,2017-10-17 20:19:20
2017-10-18 15:35:42,2017-10-18 18:49:30
2017-10-19 18:20:31,2017-10-19 21:25:05
