"2017-08-25 10:27:23","2017-08-25 15:36:39"
"2017-08-28 13:07:34","2017-08-28 16:52:10"
"2017-08-29 11:51:45","2017-08-29 17:59:16"
"2017-08-30 13:34:53","2017-08-30 17:00:30"
"2017-08-31 12:38:31","2017-08-31 16:29:47"
"2017-09-01 15:17:07","2017-09-01 19:41:21"
"2017-09-05 12:01:22","2017-09-05 17:08:09"
"2017-09-06 20:46:50","2017-09-06 23:25:00"
"2017-09-26 13:00:00","2017-09-26 20:00:00"
2017-09-27 15:25:18,
2017-09-26 12:00:00,2017-09-26 19:00:00
2017-09-28 12:04:35,2017-09-28 20:35:29
2017-09-29 17:25:03,2017-09-29 21:24:03
2017-10-02 12:05:40,2017-10-02 16:08:25
2017-10-03 12:17:20,2017-10-03 20:06:29
2017-10-04 14:04:20,2017-10-04 17:03:42
2017-10-05 12:18:30,2017-10-05 20:51:25
2017-10-09 12:17:31,2017-10-09 17:09:22
2017-10-10 12:16:01,2017-10-10 18:13:51
2017-10-11 10:40:38,2017-10-11 17:08:38
2017-10-12 12:15:33,2017-10-12 21:10:35
2017-10-14 14:28:31,2017-10-14 18:17:28
2017-10-16 11:58:31,2017-10-16 17:09:58
2017-10-17 12:20:05,2017-10-17 18:45:50
2017-10-18 12:56:20,2017-10-18 17:09:45
2017-10-19 09:19:37,2017-10-19 16:29:43
