2017-08-22 18:00:10,2017-08-22 18:48:11
2017-08-23 11:25:30,2017-08-23 13:48:45
2017-08-23 17:05:53,2017-08-23 19:29:08
2017-08-24 16:25:02,2017-08-24 18:15:00
2017-08-25 13:11:54,2017-08-25 15:47:57
2017-08-28 12:32:29,2017-08-28 14:25:32
2017-08-30 16:18:54,
2017-09-26 12:00:00,2017-09-26 14:00:00
2017-09-29 11:42:21,2017-09-29 14:45:27
2017-09-29 17:36:32,2017-09-29 21:30:47
2017-10-02 11:46:17,2017-10-02 14:46:53
2017-10-09 14:22:18,2017-10-09 15:38:02
2017-10-12 17:43:07,2017-10-12 19:39:13
2017-10-16 11:41:38,2017-10-16 15:04:12
2017-10-17 16:33:59,2017-10-17 18:45:35
2017-10-18 14:47:14,2017-10-18 17:37:09
