
2017-10-03 12:00:00,2017-10-03 17:00:00

2017-10-04 12:00:00,2017-10-04 18:00:00

2017-10-05 12:00:00,2017-10-05 17:00:00

2017-10-06 12:00:00,2017-10-06 17:00:00
*****
2017-10-12 17:50:06,2017-10-12 21:07:26
2017-10-13 08:52:35,2017-10-13 13:46:30
2017-10-14 13:26:35,2017-10-14 18:20:58
2017-10-16 08:59:45,2017-10-16 13:45:48
2017-10-16 14:33:37,2017-10-16 18:34:11
2017-10-17 09:13:37,2017-10-17 18:23:15
2017-10-17 18:46:53,2017-10-17 20:17:38
2017-10-18 12:01:57,2017-10-18 19:03:35
2017-10-19 14:13:02,2017-10-19 16:32:54
2017-10-20 11:21:44,2017-10-20 17:52:17
